Data,vento,radiacao,temp_max,temp_min,umi_max,umi_min,umi_rel,press_atm,temp_media,Eto
12-14-2015,0.754184000794343,0.511090909090909,30.2,21.6,95,55,81.75,1002.99999999999,24.7229166666666,1.52921360623228
12-15-2015,1.3151473071703,0.96831856060606,29.2,21.2,96,51,80.2916666666666,1004.92083333333,24.53125,2.48710298599836
12-16-2015,1.2777497534119,1.23572083333333,28,18.3,96,46,72.7083333333333,1011.74583333333,23.0479166666666,2.95649392869812
12-17-2015,1.07517967055391,1.07824071969696,34.9,20.1,87,46,70.4166666666666,1005.09166666666,25.9541666666666,3.46818345291502
12-18-2015,1.15932416651031,0.346302272727272,30.6,21.2,97,63,82.5833333333333,1001.4625,25.0333333333333,1.73495856605261
12-19-2015,1.00973395147672,0.50978409090909,24.1,19.7,97,62,82.3333333333333,1008.61249999999,21.83125,1.46011591456375
12-20-2015,1.77326734071066,0.764072916666666,25.7,17.5,83,60,71.125,1013.01666666666,20.9229166666666,2.88340663660226
12-21-2015,1.2123040343347,0.518526515151515,27.6,19.3,90,59,78.75,1008.9875,22.8166666666666,1.91170898206319
12-22-2015,0.744834612354744,0.279782954545454,27.6,21.6,95,69,83.8333333333333,1005.43333333333,23.8958333333333,1.12603815200667
12-23-2015,0.819629719871538,0.312336363636363,28.2,21.9,97,79,94.2083333333333,1003.52916666666,23.39375,0.697842899057672
12-24-2015,0.682505356090749,0.165970265151515,23.4,21.1,97,93,95.9583333333333,1006.64583333333,22.3125,0.408790495501003
12-25-2015,1.3307296212363,0.474631818181818,24.9,20.8,97,83,93.1666666666666,1009.13333333333,22.0833333333333,0.93149845993944
12-26-2015,1.03778211679552,0.675058333333333,27.6,21,97,73,89.8333333333333,1006.64583333333,23.0291666666666,1.33915973395139
12-27-2015,0.79469801736594,0.942514583333333,30.7,21.2,96,64,83.7083333333333,1002.99166666666,24.8083333333333,2.00483389723874
12-28-2015,1.2341192740271,0.949824999999999,29.8,22.3,95,68,82.6666666666666,1004.1125,25.4041666666666,2.35754261984125
12-29-2015,1.51771739002828,1.04072045454545,33.3,23.4,93,59,79.4583333333333,1004.53333333333,27.0520833333333,3.17963463160111
12-30-2015,0.838328496750737,0.708892045454545,31.8,24.5,95,62,83.75,1000.37916666666,27.2916666666666,1.89970836346913
12-31-2015,1.61121127442427,0.719862499999999,30.7,23.9,96,62,80.5416666666666,999.941666666666,26.575,2.7486489911973
1-1-2016,1.56446433222628,0.753156249999999,27.1,21.4,89,64,78.875,1005.4375,23.8708333333333,2.43685745778026
1-2-2016,2.11919471297584,0.77918125,29,21.4,89,63,77.375,1007.8375,23.9583333333333,3.05912646017684
1-3-2016,2.02570082857984,1.30130833333333,30.1,21.3,89,55,72.6666666666666,1008.43749999999,24.9895833333333,4.02335219472699
1-4-2016,1.2964485302911,1.18022499999999,33.6,21.9,78,47,66.5,1007.5875,26.11875,4.16397298715859
1-5-2016,0.835212033937537,0.707324999999999,32.7,22.9,81,46,68.4583333333333,1006.0875,26.8729166666666,2.79798755908482
1-6-2016,0.560963306375958,0.695495833333333,33,23.2,97,54,81.1666666666666,1004.73749999999,27.0666666666666,1.85768251533734
1-7-2016,1.14374185244431,0.472045833333333,27.4,23,93,73,85.4583333333333,1004.92916666666,25.225,1.54550356213434
1-8-2016,1.3120308443571,0.774145833333333,27.5,19.9,92,63,78.5833333333333,1006.36666666666,23.36875,2.28151108685813
1-9-2016,1.42422350563229,0.470535416666666,28.7,21.4,94,73,86.6666666666666,1006.59166666666,23.6645833333333,1.56775476642952
1-10-2016,1.2621674393459,0.909381249999999,32.2,22.3,95,53,78.4166666666666,1005.2,26.3729166666666,2.82528189221742
1-11-2016,0.981685786157926,1.19858125,32.7,22.1,95,51,76.75,1001.92083333333,26.7541666666666,3.01459928475034
1-12-2016,1.12192661275191,1.06259166666666,34.5,22.6,94,38,73.9583333333333,1001.51666666666,27.4729166666666,3.40449384443948
